row_id,service_year,county_code,county_name,payer,age_group_code,age_group_name,sex,unique_member_cnt,svc_code,svc_code_type,svc_code_desc,svc_code_ctg,svc_code_ctg_desc,clm_cnt,member_months,total_paid_amt_sum,total_paid_amt_mean,total_paid_amt_med,insurer_paid_amt_sum,insurer_paid_amt_mean,insurer_paid_amt_med,member_paid_amt_sum,member_paid_amt_mean,member_paid_amt_med
19177212,2019,9,Benton,MINNESOTA HEALTH CARE PROGRAMS,2,19 - 44 years,M,30,90833,CPT/HCPCS,PSYTX W PT W E/M 30 MIN,218,"Psychological and psychiatric evaluation, therapy",89,351,"$5,193.85 ",$173.12 ,$128.47 ,"$5,193.85 ",$173.12 ,$128.47 ,$0.00 ,$0.00 ,$0.00 
19180788,2019,9,Benton,MINNESOTA HEALTH CARE PROGRAMS,3,45 - 64 years,M,40,99239,CPT/HCPCS,HOSPITAL DISCHARGE DAY,302,Hospital inpatient services,66,447,"$3,515.70 ",$87.89 ,$78.30 ,"$3,515.70 ",$87.89 ,$78.30 ,$0.00 ,$0.00 ,$0.00 
19186260,2019,9,Benton,MEDICARE,3,45 - 64 years,M,14,45385,CPT/HCPCS,COLONOSCOPY W/LESION REMOVAL,76,Colonoscopy and biopsy,29,161,"$8,331.80 ",$595.12 ,$335.16 ,"$7,539.05 ",$538.50 ,$284.09 ,$792.75 ,$56.62 ,$51.07 
19190004,2019,9,Benton,MEDICARE,4,65 - 74 years,M,14,200,REV,Intensive Care (ICU),50003,ICU and coronary care services,15,139,"$72,914.00 ","$5,208.14 ",$412.24 ,"$71,000.00 ","$5,071.42 ",$312.24 ,"$1,914.00 ",$136.71 ,$0.00 
19193364,2019,9,Benton,MEDICARE,5,75 years and older,F,42,93970,CPT/HCPCS,EXTREMITY STUDY,197,Ultrasound - Diagnostic (other),75,485,"$6,266.97 ",$149.21 ,$67.98 ,"$5,173.31 ",$123.17 ,$54.36 ,"$1,093.66 ",$26.03 ,$6.81 
19196052,2019,9,Benton,MEDICARE,5,75 years and older,M,58,G0103,CPT/HCPCS,PROSTATE CANCER SCREENING; PSA TEST,233,Laboratory - Chemistry and hematology,62,696,"$1,659.00 ",$28.60 ,$20.03 ,"$1,633.04 ",$28.15 ,$20.03 ,$25.96 ,$0.44 ,$0.00 
19202268,2019,11,Big Stone,MINNESOTA HEALTH CARE PROGRAMS,3,45 - 64 years,F,12,87186,CPT/HCPCS,MICROBE SUSCEPTIBLE MIC,206,"Microscopic examination (e.g., lab, toxicology)",14,133,$384.87 ,$32.07 ,$14.40 ,$384.87 ,$32.07 ,$14.40 ,$0.00 ,$0.00 ,$0.00 
19207884,2019,11,Big Stone,MEDICARE,4,65 - 74 years,M,13,80069,CPT/HCPCS,RENAL FUNCTION PANEL,233,Laboratory - Chemistry and hematology,21,150,$345.84 ,$26.60 ,$0.00 ,$345.84 ,$26.60 ,$0.00 ,$0.00 ,$0.00 ,$0.00 
19210740,2019,11,Big Stone,MEDICARE,5,75 years and older,M,74,84443,CPT/HCPCS,ASSAY THYROID STIM HORMONE,233,Laboratory - Chemistry and hematology,103,853,"$2,602.05 ",$35.16 ,$0.00 ,"$2,602.05 ",$35.16 ,$0.00 ,$0.00 ,$0.00 ,$0.00 
20056115,2019,53,Hennepin,MEDICARE,5,75 years and older,F,42,J1626,CPT/HCPCS,INJ GRANISETRN HYDROCHLORID 100 MCG,240,"Medications (injections, infusions, other forms)",247,459,$854.91 ,$20.35 ,$13.21 ,$718.65 ,$17.11 ,$11.12 ,$136.26 ,$3.24 ,$1.63 
20057819,2019,53,Hennepin,MEDICARE,5,75 years and older,M,15,880,REV,Dialy/Misc,50019,Dialysis services and supplies,26,144,$336.67 ,$22.44 ,$0.00 ,$336.67 ,$22.44 ,$0.00 ,$0.00 ,$0.00 ,$0.00 
20059955,2019,53,Hennepin,MEDICARE,5,75 years and older,M,90,64415,CPT/HCPCS,NJX AA&/STRD BRACH PLEXUS,8,Nervous system procedures - Therapeutic (other),108,"1,071","$5,203.29 ",$57.81 ,$63.78 ,"$4,582.23 ",$50.91 ,$51.57 ,$621.06 ,$6.90 ,$0.00 
20061011,2019,53,Hennepin,MEDICARE,5,75 years and older,M,18,85130,CPT/HCPCS,CHROMOGENIC SUBSTRATE ASSAY,233,Laboratory - Chemistry and hematology,203,216,"$2,013.92 ",$111.88 ,$87.07 ,"$2,013.92 ",$111.88 ,$87.07 ,$0.00 ,$0.00 ,$0.00 
20062091,2019,53,Hennepin,MEDICARE,5,75 years and older,M,797,99495,CPT/HCPCS,TRANS CARE MGMT 14 DAY DISCH,245,Telehealth,932,"9,311","$146,856.25 ",$184.26 ,$164.40 ,"$130,149.67 ",$163.29 ,$161.17 ,"$16,706.58 ",$20.96 ,$15.00 
20063579,2019,53,Hennepin,MEDICARE,5,75 years and older,M,15,K0040,CPT/HCPCS,ADJUSTABLE ANGLE FOOTPLATE EACH,243,DME and supplies,26,180,"$1,391.89 ",$92.79 ,$98.94 ,"$1,223.08 ",$81.53 ,$81.74 ,$168.81 ,$11.25 ,$17.09 
20066699,2019,55,Houston,COMMERCIAL,3,45 - 64 years,F,41,81001,CPT/HCPCS,URINALYSIS AUTO W/SCOPE,206,"Microscopic examination (e.g., lab, toxicology)",54,476,"$2,224.20 ",$54.24 ,$56.10 ,"$1,007.85 ",$24.58 ,$0.00 ,"$1,216.35 ",$29.66 ,$14.45 
20070923,2019,55,Houston,MINNESOTA HEALTH CARE PROGRAMS,2,19 - 44 years,F,21,86592,CPT/HCPCS,SYPHILIS TEST NON-TREP QUAL,235,Laboratory - Other,23,235,$208.71 ,$9.93 ,$4.74 ,$208.71 ,$9.93 ,$4.74 ,$0.00 ,$0.00 ,$0.00 
20076227,2019,55,Houston,MEDICARE,2,19 - 44 years,F,12,81025,CPT/HCPCS,URINE PREGNANCY TEST,200,Urinary system (nonoperative) measurements,22,144,$674.85 ,$56.23 ,$0.00 ,$447.74 ,$37.31 ,$0.00 ,$227.11 ,$18.92 ,$0.00 
20080355,2019,55,Houston,MEDICARE,4,65 - 74 years,F,12,70486,CPT/HCPCS,CT MAXILLOFACIAL W/O DYE,177,CT scan - Head,23,144,"$1,571.84 ",$130.98 ,$148.16 ,"$1,317.05 ",$109.75 ,$118.90 ,$254.79 ,$21.23 ,$18.40 
20082827,2019,55,Houston,MEDICARE,4,65 - 74 years,M,41,92083,CPT/HCPCS,VISUAL FIELD EXAMINATION(S),220,Ophthalmologic/otologic diagnosis and treatment,84,492,"$1,867.50 ",$45.54 ,$27.80 ,"$1,514.39 ",$36.93 ,$24.52 ,$353.11 ,$8.61 ,$5.56 
20085731,2019,55,Houston,MEDICARE,5,75 years and older,M,77,307,REV,Urology Tests,50009,Laboratory and pathology services,98,842,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 
20087483,2019,55,Houston,MEDICARE,5,75 years and older,M,48,J7050,CPT/HCPCS,INFUS NORMAL SALINE SOLUTION 250 CC,240,"Medications (injections, infusions, other forms)",362,528,$0.62 ,$0.01 ,$0.00 ,$0.49 ,$0.01 ,$0.00 ,$0.13 ,$0.00 ,$0.00 
20091827,2019,57,Hubbard,COMMERCIAL,3,45 - 64 years,M,11,71260,CPT/HCPCS,CT THORAX DX C+,178,CT scan - Chest,27,131,"$25,407.66 ","$2,309.78 ","$1,979.94 ","$13,918.63 ","$1,265.33 ","$1,016.34 ","$11,489.03 ","$1,044.45 ",$146.48 
20096099,2019,57,Hubbard,MINNESOTA HEALTH CARE PROGRAMS,1,18 years and under,M,187,99393,CPT/HCPCS,PREV VISIT EST AGE 5-11,310,Office/outpatient services - Preventive visits,214,"2,162","$8,244.47 ",$44.08 ,$0.00 ,"$8,244.47 ",$44.08 ,$0.00 ,$0.00 ,$0.00 ,$0.00 
20099003,2019,57,Hubbard,MINNESOTA HEALTH CARE PROGRAMS,2,19 - 44 years,M,51,96374,CPT/HCPCS,THER/PROPH/DIAG INJ IV PUSH,231,Therapeutic procedures - Other,75,583,"$8,595.73 ",$168.54 ,$84.25 ,"$8,541.18 ",$167.47 ,$84.25 ,$54.55 ,$1.06 ,$0.00 
20102555,2019,57,Hubbard,MINNESOTA HEALTH CARE PROGRAMS,3,45 - 64 years,M,49,J1885,CPT/HCPCS,INJ KETOROLAC TROMETHAMINE 15 MG,240,"Medications (injections, infusions, other forms)",70,560,"$1,011.04 ",$20.63 ,$1.94 ,"$1,011.04 ",$20.63 ,$1.94 ,$0.00 ,$0.00 ,$0.00 
20107931,2019,57,Hubbard,MEDICARE,3,45 - 64 years,F,13,99152,CPT/HCPCS,MOD SED SAME PHYS/QHP 5/>YRS,232,Anesthesia,20,141,$204.70 ,$15.74 ,$12.17 ,$177.82 ,$13.67 ,$9.73 ,$26.88 ,$2.06 ,$2.44 
20110979,2019,57,Hubbard,MEDICARE,4,65 - 74 years,F,19,82962,CPT/HCPCS,GLUCOSE BLOOD TEST,233,Laboratory - Chemistry and hematology,35,228,$136.97 ,$7.20 ,$0.00 ,$136.97 ,$7.20 ,$0.00 ,$0.00 ,$0.00 ,$0.00 
20115347,2019,57,Hubbard,MEDICARE,5,75 years and older,F,24,72170,CPT/HCPCS,X-RAY EXAM OF PELVIS,226,Radiology - Diagnostic (other),53,282,"$1,683.81 ",$70.15 ,$23.78 ,"$1,431.52 ",$59.64 ,$21.14 ,$252.29 ,$10.51 ,$1.76 
20118491,2019,57,Hubbard,MEDICARE,5,75 years and older,M,64,97162,CPT/HCPCS,PT EVAL MOD COMPLEX 30 MIN,212,Physical/occupational/speech therapy - Diagnostic,77,736,"$2,616.30 ",$40.87 ,$0.00 ,"$2,063.57 ",$32.24 ,$0.00 ,$552.73 ,$8.63 ,$0.00 
19214196,2019,13,Blue Earth,COMMERCIAL,2,19 - 44 years,F,129,90715,CPT/HCPCS,TDAP VACCINE 7 YRS/> IM,228,Prophylactic vaccinations and inoculations,129,"1,463","$6,646.71 ",$51.52 ,$45.65 ,"$6,414.17 ",$49.72 ,$45.65 ,$232.54 ,$1.80 ,$0.00 
19217868,2019,13,Blue Earth,COMMERCIAL,3,45 - 64 years,M,79,272,REV,Sterile Supply,50007,Medical and surgical supplies,105,927,"$177,732.24 ","$2,249.77 ",$975.25 ,"$168,585.73 ","$2,133.99 ",$886.58 ,"$9,146.51 ",$115.77 ,$0.00 
18965393,2019,1,Aitkin,COMMERCIAL,2,19 - 44 years,M,23,90715,CPT/HCPCS,TDAP VACCINE 7 YRS/> IM,228,Prophylactic vaccinations and inoculations,23,256,$922.36 ,$40.10 ,$38.13 ,$869.69 ,$37.81 ,$38.13 ,$52.67 ,$2.29 ,$0.00 
18970913,2019,1,Aitkin,MINNESOTA HEALTH CARE PROGRAMS,1,18 years and under,M,92,87400,CPT/HCPCS,INFLUENZA A/B AG IA,206,"Microscopic examination (e.g., lab, toxicology)",111,"1,079","$5,142.96 ",$55.90 ,$46.71 ,"$5,142.96 ",$55.90 ,$46.71 ,$0.00 ,$0.00 ,$0.00 
18973673,2019,1,Aitkin,MINNESOTA HEALTH CARE PROGRAMS,2,19 - 44 years,M,39,H0001,CPT/HCPCS,ALCOHOL AND/OR DRUG ASSESSMENT,219,"Alcohol and drug management, treatment, and rehab.",52,441,"$9,643.58 ",$247.27 ,$204.00 ,"$9,643.58 ",$247.27 ,$204.00 ,$0.00 ,$0.00 ,$0.00 
18976769,2019,1,Aitkin,MINNESOTA HEALTH CARE PROGRAMS,3,45 - 64 years,M,17,A7034,CPT/HCPCS,NASL INTERFCE POS ARWAY PRSS DEVC,243,DME and supplies,23,188,"$2,112.45 ",$124.26 ,$109.51 ,"$2,109.25 ",$124.07 ,$109.51 ,$3.20 ,$0.18 ,$0.00 
18983225,2019,1,Aitkin,MEDICARE,4,65 - 74 years,F,11,11750,CPT/HCPCS,REMOVAL OF NAIL BED,174,"Skin, breast procedures - Therapeutic (other)",26,132,"$1,898.36 ",$172.57 ,$51.29 ,"$1,550.59 ",$140.96 ,$51.29 ,$347.77 ,$31.61 ,$10.13 
18986105,2019,1,Aitkin,MEDICARE,4,65 - 74 years,M,46,76706,CPT/HCPCS,US ABDL AORTA SCREEN AAA,196,Ultrasound - Abdomen/retroperitoneum - Diagnostic,76,551,"$6,591.80 ",$143.30 ,$163.61 ,"$6,539.34 ",$142.15 ,$163.61 ,$52.46 ,$1.14 ,$0.00 
18988457,2019,1,Aitkin,MEDICARE,5,75 years and older,F,55,82248,CPT/HCPCS,BILIRUBIN DIRECT,233,Laboratory - Chemistry and hematology,71,650,$413.57 ,$7.51 ,$0.00 ,$413.57 ,$7.51 ,$0.00 ,$0.00 ,$0.00 ,$0.00 
18991337,2019,1,Aitkin,MEDICARE,5,75 years and older,M,48,93880,CPT/HCPCS,EXTRACRANIAL BILAT STUDY,192,Ultrasound - Head and neck - Diagnostic,88,562,"$10,488.08 ",$218.50 ,$237.17 ,"$8,675.43 ",$180.73 ,$198.93 ,"$1,812.65 ",$37.76 ,$7.92 
18993497,2019,3,Anoka,COMMERCIAL,1,18 years and under,F,11,88307,CPT/HCPCS,TISSUE EXAM BY PATHOLOGIST,234,Pathology,18,123,"$4,995.64 ",$454.14 ,$306.08 ,"$2,828.46 ",$257.13 ,$212.04 ,"$2,167.18 ",$197.01 ,$0.00 
18995657,2019,3,Anoka,COMMERCIAL,1,18 years and under,M,16,85651,CPT/HCPCS,RBC SED RATE NONAUTOMATED,233,Laboratory - Chemistry and hematology,19,190,$103.73 ,$6.48 ,$4.92 ,$69.76 ,$4.36 ,$4.77 ,$33.97 ,$2.12 ,$0.14 
18998417,2019,3,Anoka,COMMERCIAL,2,19 - 44 years,F,123,76831,CPT/HCPCS,ECHO EXAM UTERUS,197,Ultrasound - Diagnostic (other),132,"1,448","$29,587.49 ",$240.54 ,$223.99 ,"$17,961.82 ",$146.03 ,$163.26 ,"$11,625.67 ",$94.51 ,$29.10 
18999785,2019,3,Anoka,COMMERCIAL,2,19 - 44 years,F,147,99221,CPT/HCPCS,INITIAL HOSPITAL CARE,302,Hospital inpatient services,185,"1,700","$39,542.88 ",$268.99 ,$244.95 ,"$33,972.65 ",$231.10 ,$219.41 ,"$5,570.23 ",$37.89 ,$0.00 
19002401,2019,3,Anoka,COMMERCIAL,2,19 - 44 years,M,153,82728,CPT/HCPCS,ASSAY OF FERRITIN,233,Laboratory - Chemistry and hematology,190,"1,766","$4,596.42 ",$30.04 ,$21.88 ,"$3,108.84 ",$20.31 ,$15.32 ,"$1,487.58 ",$9.72 ,$0.00 
19003913,2019,3,Anoka,COMMERCIAL,2,19 - 44 years,M,27,L3020,CPT/HCPCS,FT INSRT REMV MOLD LNGTUDNL SUPP EA,243,DME and supplies,47,314,"$10,243.40 ",$379.38 ,$385.12 ,"$5,564.34 ",$206.08 ,$322.42 ,"$4,679.06 ",$173.29 ,$78.80 
19006217,2019,3,Anoka,COMMERCIAL,3,45 - 64 years,F,11,80366,CPT/HCPCS,DRUG SCREENING PREGABALIN,235,Laboratory - Other,11,132,$199.54 ,$18.14 ,$20.70 ,$119.03 ,$10.82 ,$15.90 ,$80.51 ,$7.31 ,$0.00 
19007417,2019,3,Anoka,COMMERCIAL,3,45 - 64 years,F,373,99152,CPT/HCPCS,MOD SED SAME PHYS/QHP 5/>YRS,232,Anesthesia,585,"4,346","$45,202.15 ",$121.18 ,$32.24 ,"$42,360.56 ",$113.56 ,$30.73 ,"$2,841.59 ",$7.61 ,$0.00 
19010297,2019,3,Anoka,COMMERCIAL,3,45 - 64 years,M,113,72125,CPT/HCPCS,CT NECK SPINE W/O DYE,180,CT scan - Other,165,"1,268","$37,020.71 ",$327.61 ,$113.32 ,"$28,392.80 ",$251.26 ,$111.06 ,"$8,627.91 ",$76.35 ,$0.00 
19011641,2019,3,Anoka,COMMERCIAL,3,45 - 64 years,M,122,96376,CPT/HCPCS,TX/PRO/DX INJ SAME DRUG ADON,231,Therapeutic procedures - Other,168,"1,400","$8,605.56 ",$70.53 ,$0.00 ,"$8,137.71 ",$66.70 ,$0.00 ,$467.85 ,$3.83 ,$0.00 
19014401,2019,3,Anoka,COMMERCIAL,4,65 - 74 years,F,15,96413,CPT/HCPCS,CHEMO IV INFUSION 1 HR,224,Chemotherapy - Cancer,82,146,"$12,969.18 ",$864.61 ,$228.24 ,"$12,229.00 ",$815.26 ,$199.71 ,$740.18 ,$49.34 ,$0.00 
19017257,2019,3,Anoka,COMMERCIAL,5,75 years and older,F,14,483,REV,Echocardiology,50017,Cardiology services,15,159,"$1,131.53 ",$80.82 ,$0.00 ,"$1,131.53 ",$80.82 ,$0.00 ,$0.00 ,$0.00 ,$0.00 
19021145,2019,3,Anoka,MINNESOTA HEALTH CARE PROGRAMS,1,18 years and under,F,24,73120,CPT/HCPCS,X-RAY EXAM OF HAND,226,Radiology - Diagnostic (other),44,269,"$1,263.10 ",$52.62 ,$31.95 ,"$1,263.10 ",$52.62 ,$31.95 ,$0.00 ,$0.00 ,$0.00 
18966100,2019,1,Aitkin,COMMERCIAL,3,45 - 64 years,F,332,77067,CPT/HCPCS,SCR MAMMO BI INCL CAD,182,Mammography,647,"3,858","$165,349.88 ",$498.04 ,$582.10 ,"$164,586.71 ",$495.74 ,$582.10 ,$763.17 ,$2.29 ,$0.00 
18970732,2019,1,Aitkin,MINNESOTA HEALTH CARE PROGRAMS,1,18 years and under,M,18,73140,CPT/HCPCS,X-RAY EXAM OF FINGER(S),226,Radiology - Diagnostic (other),56,214,"$2,992.69 ",$166.26 ,$117.53 ,"$2,992.69 ",$166.26 ,$117.53 ,$0.00 ,$0.00 ,$0.00 
18973516,2019,1,Aitkin,MINNESOTA HEALTH CARE PROGRAMS,2,19 - 44 years,M,179,99214,CPT/HCPCS,OFFICE O/P EST MOD 30-39 MIN,300,Office/outpatient services - Office visits,486,"1,963","$56,285.51 ",$314.44 ,$180.52 ,"$55,576.51 ",$310.48 ,$171.30 ,$709.00 ,$3.96 ,$0.00 
18980572,2019,1,Aitkin,MEDICARE,3,45 - 64 years,F,22,82947,CPT/HCPCS,ASSAY GLUCOSE BLOOD QUANT,233,Laboratory - Chemistry and hematology,28,262,$65.66 ,$2.98 ,$0.00 ,$65.66 ,$2.98 ,$0.00 ,$0.00 ,$0.00 ,$0.00 
18984004,2019,1,Aitkin,MEDICARE,4,65 - 74 years,F,36,83615,CPT/HCPCS,LACTATE (LD) (LDH) ENZYME,233,Laboratory - Chemistry and hematology,76,412,$560.67 ,$15.57 ,$0.00 ,$537.63 ,$14.93 ,$0.00 ,$23.04 ,$0.64 ,$0.00 
18986884,2019,1,Aitkin,MEDICARE,4,65 - 74 years,M,59,A4253,CPT/HCPCS,BLD GLU TST/REAGT STRIPS HOM MON-50,243,DME and supplies,178,708,"$3,211.65 ",$54.43 ,$33.28 ,"$2,416.63 ",$40.95 ,$26.08 ,$795.02 ,$13.47 ,$9.99 
18988828,2019,1,Aitkin,MEDICARE,5,75 years and older,F,64,92250,CPT/HCPCS,EYE EXAM WITH PHOTOS,220,Ophthalmologic/otologic diagnosis and treatment,70,754,"$3,369.08 ",$52.64 ,$50.46 ,"$2,642.51 ",$41.28 ,$40.42 ,$726.57 ,$11.35 ,$10.30 
18991252,2019,1,Aitkin,MEDICARE,5,75 years and older,M,20,92557,CPT/HCPCS,COMPREHENSIVE HEARING TEST,220,Ophthalmologic/otologic diagnosis and treatment,21,239,$928.46 ,$46.42 ,$37.72 ,$740.15 ,$37.00 ,$29.36 ,$188.31 ,$9.41 ,$7.13 
18993436,2019,3,Anoka,COMMERCIAL,1,18 years and under,F,52,87480,CPT/HCPCS,CANDIDA DNA DIR PROBE,206,"Microscopic examination (e.g., lab, toxicology)",55,620,"$1,982.48 ",$38.12 ,$40.43 ,$844.84 ,$16.24 ,$1.58 ,"$1,137.64 ",$21.87 ,$19.29 
18994708,2019,3,Anoka,COMMERCIAL,1,18 years and under,M,19,730,REV,EKG/ECG,50017,Cardiology services,23,187,"$4,174.31 ",$219.70 ,$0.00 ,"$4,174.31 ",$219.70 ,$0.00 ,$0.00 ,$0.00 ,$0.00 
18997204,2019,3,Anoka,COMMERCIAL,2,19 - 44 years,F,14,10061,CPT/HCPCS,DRAINAGE OF SKIN ABSCESS,168,"Skin and subcutaneous tissue - Incision, drainage",17,152,"$8,552.55 ",$610.89 ,$524.18 ,"$4,886.92 ",$349.06 ,$404.24 ,"$3,665.63 ",$261.83 ,$27.50 
18999028,2019,3,Anoka,COMMERCIAL,2,19 - 44 years,F,255,86376,CPT/HCPCS,MICROSOMAL ANTIBODY EACH,235,Laboratory - Other,277,"2,911","$7,197.90 ",$28.22 ,$22.77 ,"$4,755.30 ",$18.64 ,$19.55 ,"$2,442.60 ",$9.57 ,$0.00 
19000948,2019,3,Anoka,COMMERCIAL,2,19 - 44 years,M,19,310,REV,Pathology Lab (Path Lab),50009,Laboratory and pathology services,21,193,"$17,508.41 ",$921.49 ,$95.53 ,"$17,508.41 ",$921.49 ,$95.53 ,$0.00 ,$0.00 ,$0.00 
19003108,2019,3,Anoka,COMMERCIAL,2,19 - 44 years,M,82,95810,CPT/HCPCS,POLYSOM 6/> YRS 4/> PARAM,7,Nervous system procedures - Diagnostic (other),100,968,"$121,850.68 ","$1,485.98 ","$1,484.66 ","$95,844.11 ","$1,168.83 ","$1,135.74 ","$26,006.57 ",$317.15 ,$0.00 
19006132,2019,3,Anoka,COMMERCIAL,3,45 - 64 years,F,100,78452,CPT/HCPCS,HT MUSCLE IMAGE SPECT MULT,209,Radioisotope scan and function studies,187,"1,175","$195,882.64 ","$1,958.82 ","$2,058.38 ","$161,497.00 ","$1,614.97 ","$1,743.29 ","$34,385.64 ",$343.85 ,$0.00 
19007452,2019,3,Anoka,COMMERCIAL,3,45 - 64 years,F,86,99238,CPT/HCPCS,HOSPITAL DISCHARGE DAY,302,Hospital inpatient services,101,961,"$18,094.71 ",$210.40 ,$206.52 ,"$14,349.54 ",$166.85 ,$176.40 ,"$3,745.17 ",$43.54 ,$0.00 
19009876,2019,3,Anoka,COMMERCIAL,3,45 - 64 years,M,12,49083,CPT/HCPCS,ABD PARACENTESIS W/IMAGING,88,Abdominal paracentesis,114,124,"$65,383.39 ","$5,448.61 ","$1,921.71 ","$61,022.06 ","$5,085.17 ","$1,295.31 ","$4,361.33 ",$363.44 ,$18.02 
19011292,2019,3,Anoka,COMMERCIAL,3,45 - 64 years,M,24,90839,CPT/HCPCS,PSYTX CRISIS INITIAL 60 MIN,218,"Psychological and psychiatric evaluation, therapy",29,284,"$5,852.98 ",$243.87 ,$203.28 ,"$4,437.59 ",$184.89 ,$188.28 ,"$1,415.39 ",$58.97 ,$15.66 
19013452,2019,3,Anoka,COMMERCIAL,4,65 - 74 years,F,13,51798,CPT/HCPCS,US URINE CAPACITY MEASURE,200,Urinary system (nonoperative) measurements,14,155,$127.21 ,$9.78 ,$2.58 ,$69.16 ,$5.32 ,$2.58 ,$58.05 ,$4.46 ,$0.00 
19015828,2019,3,Anoka,COMMERCIAL,4,65 - 74 years,M,457,80048,CPT/HCPCS,METABOLIC PANEL TOTAL CA,233,Laboratory - Chemistry and hematology,748,"5,436","$10,867.43 ",$23.77 ,$11.44 ,"$9,202.39 ",$20.13 ,$0.00 ,"$1,665.04 ",$3.64 ,$0.00 
19018852,2019,3,Anoka,COMMERCIAL,5,75 years and older,M,37,20610,CPT/HCPCS,DRAIN/INJ JOINT/BURSA W/O US,155,Arthrocentesis,71,444,"$3,136.75 ",$84.77 ,$20.12 ,"$2,661.63 ",$71.93 ,$11.84 ,$475.12 ,$12.84 ,$0.00 
19021324,2019,3,Anoka,MINNESOTA HEALTH CARE PROGRAMS,1,18 years and under,F,732,81003,CPT/HCPCS,URINALYSIS AUTO W/O SCOPE,200,Urinary system (nonoperative) measurements,856,"8,451","$2,041.43 ",$2.78 ,$2.59 ,"$2,041.43 ",$2.78 ,$2.59 ,$0.00 ,$0.00 ,$0.00 
19022764,2019,3,Anoka,MINNESOTA HEALTH CARE PROGRAMS,1,18 years and under,F,79,J2001,CPT/HCPCS,INJECTION LIDO HCL IV INFUS 10 MG,240,"Medications (injections, infusions, other forms)",81,902,$545.87 ,$6.90 ,$9.74 ,$545.87 ,$6.90 ,$9.74 ,$0.00 ,$0.00 ,$0.00 
19024828,2019,3,Anoka,MINNESOTA HEALTH CARE PROGRAMS,1,18 years and under,M,187,90723,CPT/HCPCS,DTAP-HEP B-IPV VACCINE IM,228,Prophylactic vaccinations and inoculations,304,"1,760",$190.60 ,$1.01 ,$0.00 ,$190.60 ,$1.01 ,$0.00 ,$0.00 ,$0.00 ,$0.00 
19026484,2019,3,Anoka,MINNESOTA HEALTH CARE PROGRAMS,2,19 - 44 years,F,42,11750,CPT/HCPCS,REMOVAL OF NAIL BED,174,"Skin, breast procedures - Therapeutic (other)",65,483,"$10,149.27 ",$241.64 ,$130.93 ,"$9,888.27 ",$235.43 ,$129.79 ,$261.00 ,$6.21 ,$0.00 
19028620,2019,3,Anoka,MINNESOTA HEALTH CARE PROGRAMS,2,19 - 44 years,F,"1,826",90837,CPT/HCPCS,PSYTX W PT 60 MINUTES,218,"Psychological and psychiatric evaluation, therapy","17,036","20,571","$1,850,101.15 ","$1,013.19 ",$527.29 ,"$1,847,683.85 ","$1,011.87 ",$525.00 ,"$2,417.30 ",$1.32 ,$0.00 
19030516,2019,3,Anoka,MINNESOTA HEALTH CARE PROGRAMS,2,19 - 44 years,M,152,351,REV,CT Scan/Head,50012,CT scans,182,"1,531","$11,055.93 ",$72.73 ,$0.00 ,"$10,796.33 ",$71.02 ,$0.00 ,$259.60 ,$1.70 ,$0.00 
19032724,2019,3,Anoka,MINNESOTA HEALTH CARE PROGRAMS,2,19 - 44 years,M,273,97161,CPT/HCPCS,PT EVAL LOW COMPLEX 20 MIN,212,Physical/occupational/speech therapy - Diagnostic,301,"3,031","$20,162.91 ",$73.85 ,$64.49 ,"$19,715.31 ",$72.21 ,$63.31 ,$447.60 ,$1.63 ,$0.00 
19035628,2019,3,Anoka,MINNESOTA HEALTH CARE PROGRAMS,3,45 - 64 years,F,91,76770,CPT/HCPCS,US EXAM ABDO BACK WALL COMP,196,Ultrasound - Abdomen/retroperitoneum - Diagnostic,117,"1,030","$5,681.78 ",$62.43 ,$26.90 ,"$5,518.58 ",$60.64 ,$26.90 ,$163.20 ,$1.79 ,$0.00 
19037092,2019,3,Anoka,MINNESOTA HEALTH CARE PROGRAMS,3,45 - 64 years,F,79,A5500,CPT/HCPCS,DM ONLY CSTM PREP SHOE MX DNS INSRT,243,DME and supplies,131,929,"$9,880.99 ",$125.07 ,$146.42 ,"$9,877.79 ",$125.03 ,$146.42 ,$3.20 ,$0.04 ,$0.00 
19038772,2019,3,Anoka,MINNESOTA HEALTH CARE PROGRAMS,3,45 - 64 years,M,36,20611,CPT/HCPCS,DRAIN/INJ JOINT/BURSA W/US,155,Arthrocentesis,68,421,"$5,136.11 ",$142.66 ,$88.04 ,"$5,102.11 ",$141.72 ,$88.04 ,$34.00 ,$0.94 ,$0.00 
19041052,2019,3,Anoka,MINNESOTA HEALTH CARE PROGRAMS,3,45 - 64 years,M,158,A0130,CPT/HCPCS,NONEMERG TRNSPRT: WHEELCHAIR VAN,239,"Transportation - Patient, provider, equipment","2,978","1,765","$57,105.41 ",$361.42 ,$60.64 ,"$57,105.41 ",$361.42 ,$60.64 ,$0.00 ,$0.00 ,$0.00 
19043812,2019,3,Anoka,MINNESOTA HEALTH CARE PROGRAMS,4,65 - 74 years,F,28,J7050,CPT/HCPCS,INFUS NORMAL SALINE SOLUTION 250 CC,240,"Medications (injections, infusions, other forms)",55,306,$45.59 ,$1.62 ,$0.00 ,$45.59 ,$1.62 ,$0.00 ,$0.00 ,$0.00 ,$0.00 
